biomass_gm2,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2
145.8333333,419.0,696.0,635.0,3057.0,2879.0,1192.0,2301.0,2690.0,2566.0,1360.0
119.7222222,413.0,693.0,632.0,3084.0,2932.0,1197.0,2319.0,2717.0,2603.0,1381.0
168.6111111,412.0,709.0,658.0,3149.0,2886.0,1234.0,2372.0,2733.0,2629.0,1403.0
17.22222222,538.0,833.0,849.0,3034.0,2919.0,1364.0,2332.0,2676.0,2743.0,1577.0
57.22222222,538.0,847.0,881.0,3054.0,2895.0,1383.0,2341.0,2683.0,2826.0,1625.0
76.38888889,587.0,900.0,981.0,2969.0,2792.0,1450.0,2282.0,2607.0,2946.0,1737.0
91.66666667,602.0,904.0,998.0,3058.0,2862.0,1494.0,2333.0,2676.0,2668.0,1474.0
145.0,502.0,813.0,837.0,3104.0,2886.0,1383.0,2365.0,2729.0,2589.0,1405.0
267.7777778,547.0,857.0,928.0,3085.0,2857.0,1475.0,2357.0,2702.0,2749.0,1527.0
63.88888889,585.0,883.0,898.0,3067.0,2999.0,1364.0,2403.0,2734.0,2762.0,1557.0
85.0,561.0,882.0,879.0,3152.0,2990.0,1356.0,2451.0,2804.0,2776.0,1539.0
56.94444444,521.0,823.0,785.0,3162.0,3032.0,1323.0,2473.0,2831.0,2577.0,1416.0
